timetableStop_id;station;eva;start;plannedArrivalPath;trainCategory;trainNumber;arrivingLine;plannedArrival;changedArrivalTime;cancellationTime;eventStatus;arrival_delay;operator;Verbindung;week_number
1756361144776443390-2411041916-9;Frankfurt(Main)Hbf;8000105;Berlin Gesundbrunnen;Berlin Gesundbrunnen|Berlin Hbf|Berlin Südkreuz|Lutherstadt Wittenberg Hbf|Leipzig Hbf|Erfurt Hbf|Eisenach|Fulda;ICE;675;;2024-11-04 23:44:00;2024-11-04 23:44:00;;;0;DB Fernverkehr AG;Berlin Gesundbrunnen-Frankfurt(Main)Hbf;44
4845313366765401542-2411010637-16;Frankfurt(Main)Hbf;8000105;Gemünden(Main);Gemünden(Main)|Langenprozelten|Lohr Bahnhof|Partenstein|Wiesthal|Heigenbrücken|Laufach|Hösbach|Aschaffenburg Hbf|Kleinostheim|Dettingen(Main)|Kahl(Main)|Hanau Hbf|Offenbach(Main)Hbf|Frankfurt(Main)Süd;RE;4642;55;2024-11-01 07:57:00;2024-11-01 08:02:00;;;5;DB Regio AG;RE55;43
-1998685101828923679-2411010549-16;Frankfurt(Main)Hbf;8000105;Mannheim Hbf;Mannheim Hbf|Ludwigshafen(Rhein) Mitte|Ludwigshafen(Rh)Hbf|Frankenthal Süd|Frankenthal Hbf|Worms Hbf|Osthofen|Guntersblum|Oppenheim|Nierstein|Bodenheim|Mainz Römisches Theater|Mainz Hbf|Hochheim(Main)|Frankfurt-Höchst;N;12204;SE14;2024-11-01 07:22:00;2024-11-01 07:41:00;;;19;DB Regio AG;SE14;43
4250821308365947570-2411010528-5;Frankfurt(Main)Hbf;8000105;Nürnberg Hbf;Nürnberg Hbf|Würzburg Hbf|Aschaffenburg Hbf|Hanau Hbf;ICE;1022;;2024-11-01 07:36:00;2024-11-01 07:38:00;;;2;DB Fernverkehr AG;Nürnberg Hbf-Frankfurt(Main)Hbf;43
-6038863164330753428-2411010631-14;Frankfurt(Main)Hbf;8000105;Mannheim Hbf;Mannheim Hbf|Neu-Edingen/Friedrichsfeld|Ladenburg|Heddesheim/Hirschberg|Weinheim(Bergstr)Hbf|Hemsbach|Heppenheim(Bergstr)|Bensheim|Zwingenberg(Bergstr)|Bickenbach(Bergstr)|Darmstadt Süd|Darmstadt Hbf|Langen(Hess);RE;15304;60;2024-11-01 07:51:00;2024-11-01 08:03:00;;;12;DB Regio AG;RE60;43
8956249040698760833-2411010600-6;Frankfurt(Main)Hbf;8000105;Köln Hbf;Köln Hbf|Siegburg/Bonn|Montabaur|Limburg Süd|Frankfurt(M) Flughafen Fernbf;ICE;811;;2024-11-01 07:23:00;2024-11-01 07:26:00;;;3;DB Fernverkehr AG;Köln Hbf-Frankfurt(Main)Hbf;43
-8244790564162753872-2411020600-3;Frankfurt(Main)Hbf;8000105;Karlsruhe Hbf;Karlsruhe Hbf|Mannheim Hbf;ICE;270;;2024-11-02 07:52:00;2024-11-02 08:13:00;;;21;DB Fernverkehr AG;Karlsruhe Hbf-Frankfurt(Main)Hbf;43
8149147754402883805-2411020420-18;Frankfurt(Main)Hbf;8000105;Saarbrücken Hbf;Saarbrücken Hbf|Neunkirchen(Saar)Hbf|Ottweiler(Saar)|St Wendel|Türkismühle|Neubrücke(Nahe)|Idar-Oberstein|Kirn|Bad Sobernheim|Staudernheim|Bad Münster a Stein|Bad Kreuznach|Gensingen-Horrweiler|Ingelheim|Mainz Hbf|Rüsselsheim|Frankfurt(M) Flughafen Regionalbf;RE;29503;3;2024-11-02 07:36:00;2024-11-02 07:39:00;;;3;DB Regio AG;RE3;43
-1998685101828923679-2411020549-16;Frankfurt(Main)Hbf;8000105;Mannheim Hbf;Mannheim Hbf|Ludwigshafen(Rhein) Mitte|Ludwigshafen(Rh)Hbf|Frankenthal Süd|Frankenthal Hbf|Worms Hbf|Osthofen|Guntersblum|Oppenheim|Nierstein|Bodenheim|Mainz Römisches Theater|Mainz Hbf|Hochheim(Main)|Frankfurt-Höchst;N;12204;SE14;2024-11-02 07:22:00;2024-11-02 07:25:00;2024-11-02 06:54:00;c;3;DB Regio AG;SE14;43
-3852086093059689993-2410301107-13;Frankfurt(Main)Hbf;8000105;Fulda;Fulda|Neuhof(Kr Fulda)|Flieden|Schlüchtern|Steinau(Straße)|Bad Soden-Salmünster|Wächtersbach|Gelnhausen|Langenselbold|Hanau Hbf|Offenbach(Main)Hbf|Frankfurt(Main)Süd;RE;4515;50;2024-10-30 12:28:00;2024-10-30 12:30:00;;;2;DB Regio AG;RE50;43
4378397206170216940-2410300713-8;Frankfurt(Main)Hbf;8000105;Kiel Hbf;Kiel Hbf|Neumünster|Hamburg Dammtor|Hamburg Hbf|Hannover Hbf|Göttingen|Kassel-Wilhelmshöhe;ICE;279;;2024-10-30 12:00:00;2024-10-30 12:03:00;;;3;DB Fernverkehr AG;Kiel Hbf-Frankfurt(Main)Hbf;43
5217047642891573188-2410301107-15;Frankfurt(Main)Hbf;8000105;Heidelberg Hbf;Heidelberg Hbf|Heidelberg-Pfaffengrund/Wieblingen|Neu-Edingen/Friedrichsfeld|Ladenburg|Weinheim(Bergstr)Hbf|Laudenbach(Bergstr)|Heppenheim(Bergstr)|Bensheim|Bensheim-Auerbach|Zwingenberg(Bergstr)|Hähnlein-Alsbach|Darmstadt-Eberstadt|Darmstadt Hbf|Langen(Hess);RE;4662;68;2024-10-30 12:24:00;2024-10-30 12:25:00;;;1;DB Regio AG;RE68;43
-8127132002161118974-2410300926-27;Frankfurt(Main)Hbf;8000105;Bamberg;Bamberg|Haßfurt|Schweinfurt Hbf|Würzburg Hbf|Retzbach-Zellingen|Karlstadt(Main)|Gemünden(Main)|Langenprozelten|Lohr Bahnhof|Partenstein|Wiesthal|Heigenbrücken|Laufach|Hösbach|Aschaffenburg Hbf|Kleinostheim|Dettingen(Main)|Kahl(Main)|Hanau Hbf|Hanau West|Hanau-Wilhelmsbad|Maintal Ost|Maintal West|Frankfurt-Mainkur|Frankfurt(Main)Ost|Frankfurt(Main)Süd;RE;4612;54;2024-10-30 12:32:00;2024-10-30 12:40:00;;;8;DB Regio AG;RE54;43
-4066772685972753212-2411040738-7;Frankfurt(Main)Hbf;8000105;Amsterdam Centraal;Amsterdam Centraal|Utrecht Centraal|s-Hertogenbosch|Mönchengladbach Hbf|Köln Hbf|Frankfurt(M) Flughafen Fernbf;ICE;255;;2024-11-04 11:54:00;2024-11-04 13:01:00;;;67;DB Fernverkehr AG;Amsterdam Centraal-Frankfurt(Main)Hbf;44
-6386405098589390063-2411040959-6;Frankfurt(Main)Hbf;8000105;Köln Hbf;Köln Hbf|Siegburg/Bonn|Montabaur|Limburg Süd|Frankfurt(M) Flughafen Fernbf;ICE;817;;2024-11-04 11:23:00;2024-11-04 11:54:00;;;31;DB Fernverkehr AG;Köln Hbf-Frankfurt(Main)Hbf;44
7223060809784688965-2410271304-13;Frankfurt(Main)Hbf;8000105;Stralsund Hbf;Stralsund Hbf|Velgast|Ribnitz-Damgarten West|Rostock Hbf|Bützow|Schwerin Hbf|Hamburg Hbf|Essen Hbf|Duisburg Hbf|Düsseldorf Hbf|Köln Messe/Deutz Gl.11-12|Koblenz Hbf;ICE;1021;;2024-10-27 22:43:00;2024-10-27 23:01:00;;;18;DB Fernverkehr AG;Stralsund Hbf-Frankfurt(Main)Hbf;43
2657708811805773553-2410271937-28;Frankfurt(Main)Hbf;8000105;Neuwied;Neuwied|Koblenz Stadtmitte|Koblenz Hbf|Niederlahnstein|Oberlahnstein|Braubach|Osterspai|Filsen|Kamp-Bornhofen|Kestert|St Goarshausen|Kaub|Lorchhausen|Lorch(Rhein)|Assmannshausen|Rüdesheim(Rhein)|Geisenheim|Oestrich-Winkel|Hattenheim|Erbach(Rheingau)|Eltville|Niederwalluf|Wiesbaden-Schierstein|Wiesbaden-Biebrich|Wiesbaden Hbf|Mainz-Kastel|Frankfurt-Höchst;VIA;25033;RB10;2024-10-27 22:04:00;2024-10-27 22:04:00;;;0;VIAS GmbH;RB10;43
-4822877454349863859-2410271810-10;Frankfurt(Main)Hbf;8000105;Dresden Hbf;Dresden Hbf|Dresden-Neustadt|Riesa|Leipzig Hbf|Erfurt Hbf|Gotha|Eisenach|Bad Hersfeld|Fulda;ICE;1552;;2024-10-27 22:36:00;2024-10-27 22:38:00;;;2;DB Fernverkehr AG;Dresden Hbf-Frankfurt(Main)Hbf;43
-2798037761971626668-2410261607-13;Frankfurt(Main)Hbf;8000105;Fulda;Fulda|Neuhof(Kr Fulda)|Flieden|Schlüchtern|Steinau(Straße)|Bad Soden-Salmünster|Wächtersbach|Gelnhausen|Langenselbold|Hanau Hbf|Offenbach(Main)Hbf|Frankfurt(Main)Süd;RE;4525;50;2024-10-26 17:28:00;2024-10-26 17:30:00;;;2;DB Regio AG;RE50;42
-2094843924873777042-2410261129-14;Frankfurt(Main)Hbf;8000105;Hamburg-Altona;Hamburg-Altona|Hamburg Dammtor|Hamburg Hbf|Hamburg-Harburg|Bremen Hbf|Osnabrück Hbf|Münster(Westf)Hbf|Dortmund Hbf|Hagen Hbf|Wuppertal Hbf|Solingen Hbf|Köln Hbf|Frankfurt(M) Flughafen Fernbf;ICE;1911;;2024-10-26 17:03:00;2024-10-26 17:21:00;;;18;DB Fernverkehr AG;Hamburg-Altona-Frankfurt(Main)Hbf;42
-7249415990010503528-2410261600-6;Frankfurt(Main)Hbf;8000105;Köln Messe/Deutz Gl.11-12;Köln Messe/Deutz Gl.11-12|Siegburg/Bonn|Montabaur|Limburg Süd|Frankfurt(M) Flughafen Fernbf;ICE;903;;2024-10-26 17:23:00;2024-10-26 17:24:00;;;1;DB Fernverkehr AG;Köln Messe/Deutz Gl.11-12-Frankfurt(Main)Hbf;42
-4580757756484141741-2410261315-6;Frankfurt(Main)Hbf;8000105;Hamburg Dammtor;Hamburg Dammtor|Hamburg Hbf|Hannover Hbf|Göttingen|Kassel-Wilhelmshöhe;ICE;1211;;2024-10-26 17:00:00;2024-10-26 17:17:00;;;17;DB Fernverkehr AG;Hamburg Dammtor-Frankfurt(Main)Hbf;42
-4521437519262178170-2410261351-5;Frankfurt(Main)Hbf;8000105;München Hbf;München Hbf|Nürnberg Hbf|Würzburg Hbf|Aschaffenburg Hbf;ICE;624;;2024-10-26 17:04:00;2024-10-26 17:09:00;;;5;DB Fernverkehr AG;München Hbf-Frankfurt(Main)Hbf;42
6013213540626996483-2410261552-6;Frankfurt(Main)Hbf;8000105;Essen Hbf;Essen Hbf|Duisburg Hbf|Düsseldorf Hbf|Köln Messe/Deutz Gl.11-12|Frankfurt(M) Flughafen Fernbf;ICE;725;;2024-10-26 17:48:00;2024-10-26 18:04:00;;;16;DB Fernverkehr AG;Essen Hbf-Frankfurt(Main)Hbf;42
9120432599921369422-2410261523-4;Frankfurt(Main)Hbf;8000105;Stuttgart Hbf;Stuttgart Hbf|Mannheim Hbf|Darmstadt Hbf;ICE;574;;2024-10-26 17:08:00;2024-10-26 17:09:00;;;1;DB Fernverkehr AG;Stuttgart Hbf-Frankfurt(Main)Hbf;42
-3005310382670861947-2410261451-19;Frankfurt(Main)Hbf;8000105;Saarbrücken Hbf;Saarbrücken Hbf|Neunkirchen(Saar)Hbf|St Wendel|Türkismühle|Neubrücke(Nahe)|Idar-Oberstein|Kirn|Bad Sobernheim|Staudernheim|Bad Münster a Stein|Bad Kreuznach|Ingelheim|Mainz Hbf|Mainz Römisches Theater|Mainz-Bischofsheim|Rüsselsheim|Frankfurt(M) Flughafen Regionalbf|Frankfurt-Niederrad;RE;29523;3;2024-10-26 17:48:00;2024-10-26 17:51:00;;;3;DB Regio AG;RE3;42
4662916557549276575-2411021255-6;Frankfurt(Main)Hbf;8000105;Essen Hbf;Essen Hbf|Duisburg Hbf|Düsseldorf Hbf|Köln Messe/Deutz Gl.11-12|Frankfurt(M) Flughafen Fernbf;ICE;629;;2024-11-02 14:48:00;2024-11-02 14:46:00;;;-2;DB Fernverkehr AG;Essen Hbf-Frankfurt(Main)Hbf;43
3704713885565394549-2411021036-8;Frankfurt(Main)Hbf;8000105;Dortmund Hbf;Dortmund Hbf|Bochum Hbf|Essen Hbf|Duisburg Hbf|Düsseldorf Hbf|Mainz Hbf|Frankfurt(M) Flughafen Fernbf;ICE;29;;2024-11-02 14:13:00;2024-11-02 14:16:00;;;3;DB Fernverkehr AG;Dortmund Hbf-Frankfurt(Main)Hbf;43
-2197447328720659546-2411021137-28;Frankfurt(Main)Hbf;8000105;Neuwied;Neuwied|Koblenz Stadtmitte|Koblenz Hbf|Niederlahnstein|Oberlahnstein|Braubach|Osterspai|Filsen|Kamp-Bornhofen|Kestert|St Goarshausen|Kaub|Lorchhausen|Lorch(Rhein)|Assmannshausen|Rüdesheim(Rhein)|Geisenheim|Oestrich-Winkel|Hattenheim|Erbach(Rheingau)|Eltville|Niederwalluf|Wiesbaden-Schierstein|Wiesbaden-Biebrich|Wiesbaden Hbf|Mainz-Kastel|Frankfurt-Höchst;VIA;25017;RB10;2024-11-02 14:04:00;2024-11-02 14:04:00;;;0;VIAS GmbH;RB10;43
-1164837587132247680-2411041704-12;Frankfurt(Main)Hbf;8000105;Koblenz Hbf;Koblenz Hbf|Boppard Hbf|Oberwesel|Bacharach|Bingen(Rhein) Hbf|Ingelheim|Mainz Hbf|Mainz Römisches Theater|Mainz-Bischofsheim|Rüsselsheim|Frankfurt-Niederrad;RE;4265;2;2024-11-04 18:51:00;2024-11-04 18:49:00;;;-2;DB Regio AG;RE2;44
4890676185954228156-2411041537-28;Frankfurt(Main)Hbf;8000105;Neuwied;Neuwied|Koblenz Stadtmitte|Koblenz Hbf|Niederlahnstein|Oberlahnstein|Braubach|Osterspai|Filsen|Kamp-Bornhofen|Kestert|St Goarshausen|Kaub|Lorchhausen|Lorch(Rhein)|Assmannshausen|Rüdesheim(Rhein)|Geisenheim|Oestrich-Winkel|Hattenheim|Erbach(Rheingau)|Eltville|Niederwalluf|Wiesbaden-Schierstein|Wiesbaden-Biebrich|Wiesbaden Hbf|Mainz-Kastel|Frankfurt-Höchst;VIA;25025;RB10;2024-11-04 18:04:00;2024-11-04 18:45:00;;;41;VIAS GmbH;RB10;44
-3313342237472696204-2411041410-10;Frankfurt(Main)Hbf;8000105;Dresden Hbf;Dresden Hbf|Dresden-Neustadt|Riesa|Leipzig Hbf|Erfurt Hbf|Gotha|Eisenach|Bad Hersfeld|Fulda;ICE;1556;;2024-11-04 18:36:00;2024-11-04 18:42:00;;;6;DB Fernverkehr AG;Dresden Hbf-Frankfurt(Main)Hbf;44
8603241313343587137-2411041417-11;Frankfurt(Main)Hbf;8000105;Berlin Ostbahnhof;Berlin Ostbahnhof|Berlin Hbf|Berlin-Spandau|Wolfsburg Hbf|Braunschweig Hbf|Hildesheim Hbf|Göttingen|Kassel-Wilhelmshöhe|Fulda|Hanau Hbf;ICE;771;;2024-11-04 18:44:00;2024-11-04 19:01:00;;;17;DB Fernverkehr AG;Berlin Ostbahnhof-Frankfurt(Main)Hbf;44
-6341401029022658133-2411041653-6;Frankfurt(Main)Hbf;8000105;Essen Hbf;Essen Hbf|Duisburg Hbf|Düsseldorf Hbf|Köln Messe/Deutz Gl.11-12|Frankfurt(M) Flughafen Fernbf;ICE;727;;2024-11-04 18:48:00;2024-11-04 19:59:00;;;71;DB Fernverkehr AG;Essen Hbf-Frankfurt(Main)Hbf;44
-7312133970429997505-2411041408-7;Frankfurt(Main)Hbf;8000105;Amsterdam Centraal;Amsterdam Centraal|Utrecht Centraal|s-Hertogenbosch|Mönchengladbach Hbf|Köln Hbf|Frankfurt(M) Flughafen Fernbf;ICE;157;;2024-11-04 18:26:00;2024-11-04 18:53:00;;;27;DB Fernverkehr AG;Amsterdam Centraal-Frankfurt(Main)Hbf;44
-7397374220230012191-2411041656-9;Frankfurt(Main)Hbf;8000105;Limburg(Lahn);Limburg(Lahn)|Eschhofen|Niederbrechen|Bad Camberg|Idstein(Taunus)|Niedernhausen(Taunus)|Hofheim(Taunus)|Frankfurt-Höchst;RE;15219;20;2024-11-04 18:04:00;2024-11-04 18:03:00;;;-1;DB Regio AG;RE20;44
948252984380497485-2411041622-26;Frankfurt(Main)Hbf;8000105;Koblenz Hbf;Koblenz Hbf|Niederlahnstein|Oberlahnstein|Braubach|Osterspai|Filsen|Kamp-Bornhofen|Kestert|St Goarshausen|Kaub|Lorchhausen|Lorch(Rhein)|Assmannshausen|Rüdesheim(Rhein)|Geisenheim|Oestrich-Winkel|Hattenheim|Erbach(Rheingau)|Eltville|Niederwalluf|Wiesbaden-Schierstein|Wiesbaden-Biebrich|Wiesbaden Hbf|Mainz-Kastel|Frankfurt-Höchst;VIA;25077;RB10;2024-11-04 18:34:00;2024-11-04 18:47:00;;;13;VIAS GmbH;RB10;44
-4803481143314823191-2411041707-13;Frankfurt(Main)Hbf;8000105;Fulda;Fulda|Neuhof(Kr Fulda)|Flieden|Schlüchtern|Steinau(Straße)|Bad Soden-Salmünster|Wächtersbach|Gelnhausen|Langenselbold|Hanau Hbf|Offenbach(Main)Hbf|Frankfurt(Main)Süd;RE;4527;50;2024-11-04 18:28:00;2024-11-04 18:35:00;;;7;DB Regio AG;RE50;44
1140779865956290650-2411041446-8;Frankfurt(Main)Hbf;8000105;München Hbf;München Hbf|München-Pasing|Augsburg Hbf|Ulm Hbf|Stuttgart Hbf|Mannheim Hbf|Mainz Hbf;ICE;594;;2024-11-04 18:52:00;2024-11-04 19:06:00;;;14;DB Fernverkehr AG;München Hbf-Frankfurt(Main)Hbf;44
6650101280990879779-2411041719-13;Frankfurt(Main)Hbf;8000105;Limburg(Lahn);Limburg(Lahn)|Eschhofen|Lindenholzhausen|Niederbrechen|Oberbrechen|Niederselters|Bad Camberg|Wörsdorf|Idstein(Taunus)|Niedernhausen(Taunus)|Hofheim(Taunus)|Frankfurt-Höchst;RB;15275;22;2024-11-04 18:31:00;2024-11-04 18:38:00;;;7;DB Regio AG;RB22;44
7108274583246193747-2411032151-8;Frankfurt(Main)Hbf;8000105;München Hbf;München Hbf|Augsburg Hbf|Günzburg|Ulm Hbf|Stuttgart Hbf|Heidelberg Hbf|Darmstadt Hbf;ICE;698;;2024-11-04 02:41:00;2024-11-04 02:36:00;;;-5;DB Fernverkehr AG;München Hbf-Frankfurt(Main)Hbf;44
-7138074359361066746-2411031835-15;Frankfurt(Main)Hbf;8000105;Hamburg-Altona;Hamburg-Altona|Hamburg Hbf|Hamburg-Harburg|Lüneburg|Salzwedel|Stendal Hbf|Berlin-Spandau|Berlin Hbf|Berlin Südkreuz|Lutherstadt Wittenberg Hbf|Bitterfeld|Halle(Saale)Hbf|Erfurt Hbf|Eisenach;ICE;699;;2024-11-04 02:11:00;2024-11-04 02:07:00;;;-4;DB Fernverkehr AG;Hamburg-Altona-Frankfurt(Main)Hbf;44
-5643558520110228350-2411091733-14;Frankfurt(Main)Hbf;8000105;Mannheim Hbf;Mannheim Hbf|Neu-Edingen/Friedrichsfeld|Ladenburg|Heddesheim/Hirschberg|Weinheim(Bergstr)Hbf|Hemsbach|Heppenheim(Bergstr)|Bensheim|Zwingenberg(Bergstr)|Bickenbach(Bergstr)|Darmstadt Süd|Darmstadt Hbf|Langen(Hess);RE;15326;60;2024-11-09 18:51:00;2024-11-09 18:49:00;;;-2;DB Regio AG;RE60;44
-3574258081945208957-2411091659-15;Frankfurt(Main)Hbf;8000105;Heidelberg Hbf;Heidelberg Hbf|Heidelberg-Pfaffengrund/Wieblingen|Neu-Edingen/Friedrichsfeld|Ladenburg|Weinheim(Bergstr)Hbf|Laudenbach(Bergstr)|Heppenheim(Bergstr)|Bensheim|Bensheim-Auerbach|Zwingenberg(Bergstr)|Hähnlein-Alsbach|Darmstadt-Eberstadt|Darmstadt Hbf|Langen(Hess);RE;4674;68;2024-11-09 18:24:00;2024-11-09 18:27:00;;;3;DB Regio AG;RE68;44
-1497213994658544450-2411091137-13;Frankfurt(Main)Hbf;8000105;Hamburg-Altona;Hamburg-Altona|Hamburg Hbf|Bremen Hbf|Münster(Westf)Hbf|Recklinghausen Hbf|Duisburg Hbf|Düsseldorf Hbf|Köln Hbf|Bonn Hbf|Koblenz Hbf|Mainz Hbf|Frankfurt(M) Flughafen Fernbf;ICE;927;;2024-11-09 18:13:00;2024-11-09 18:17:00;;;4;DB Fernverkehr AG;Hamburg-Altona-Frankfurt(Main)Hbf;44
-3980885427306791271-2411091432-5;Frankfurt(Main)Hbf;8000105;Leipzig Hbf;Leipzig Hbf|Erfurt Hbf|Würzburg Hbf|Hanau Hbf;ICE;2504;;2024-11-09 18:36:00;2024-11-09 18:38:00;;;2;DB Fernverkehr AG;Leipzig Hbf-Frankfurt(Main)Hbf;44
1672250051569615436-2411091649-16;Frankfurt(Main)Hbf;8000105;Mannheim Hbf;Mannheim Hbf|Ludwigshafen(Rhein) Mitte|Ludwigshafen(Rh)Hbf|Frankenthal Süd|Frankenthal Hbf|Worms Hbf|Osthofen|Guntersblum|Oppenheim|Nierstein|Bodenheim|Mainz Römisches Theater|Mainz Hbf|Hochheim(Main)|Frankfurt-Höchst;N;12226;SE14;2024-11-09 18:22:00;2024-11-09 18:24:00;;;2;DB Regio AG;SE14;44
4890676185954228156-2411091537-28;Frankfurt(Main)Hbf;8000105;Neuwied;Neuwied|Koblenz Stadtmitte|Koblenz Hbf|Niederlahnstein|Oberlahnstein|Braubach|Osterspai|Filsen|Kamp-Bornhofen|Kestert|St Goarshausen|Kaub|Lorchhausen|Lorch(Rhein)|Assmannshausen|Rüdesheim(Rhein)|Geisenheim|Oestrich-Winkel|Hattenheim|Erbach(Rheingau)|Eltville|Niederwalluf|Wiesbaden-Schierstein|Wiesbaden-Biebrich|Wiesbaden Hbf|Mainz-Kastel|Frankfurt-Höchst;VIA;25025;RB10;2024-11-09 18:04:00;2024-11-09 18:28:00;;;24;VIAS GmbH;RB10;44
-8952008243877210949-2411091526-25;Frankfurt(Main)Hbf;8000105;Bamberg;Bamberg|Haßfurt|Schweinfurt Hbf|Würzburg Hbf|Retzbach-Zellingen|Karlstadt(Main)|Gemünden(Main)|Langenprozelten|Lohr Bahnhof|Partenstein|Wiesthal|Heigenbrücken|Aschaffenburg Hbf|Kleinostheim|Dettingen(Main)|Kahl(Main)|Hanau Hbf|Hanau West|Hanau-Wilhelmsbad|Maintal Ost|Maintal West|Frankfurt-Mainkur|Frankfurt(Main)Ost|Frankfurt(Main)Süd;RE;4624;54;2024-11-09 18:32:00;2024-11-09 18:33:00;;;1;DB Regio AG;RE54;44
-7312133970429997505-2411091414-7;Frankfurt(Main)Hbf;8000105;Amsterdam Centraal;Amsterdam Centraal|Utrecht Centraal|s-Hertogenbosch|Mönchengladbach Hbf|Köln Hbf|Frankfurt(M) Flughafen Fernbf;ICE;157;;2024-11-09 18:26:00;2024-11-09 18:25:00;;;-1;DB Fernverkehr AG;Amsterdam Centraal-Frankfurt(Main)Hbf;44
-1562218572515323659-2411091623-13;Frankfurt(Main)Hbf;8000105;Kassel Hbf;Kassel Hbf|Kassel-Wilhelmshöhe|Wabern(Bz Kassel)|Borken(Hess)|Treysa|Neustadt(Kr Marburg)|Stadtallendorf|Kirchhain(Bz Kassel)|Marburg(Lahn)|Gießen|Friedberg(Hess)|Frankfurt(Main)West;RE;4163;30;2024-11-09 18:42:00;2024-11-09 18:42:00;;;0;DB Regio AG;RE30;44
5042424630356113204-2411071247-5;Frankfurt(Main)Hbf;8000105;München Hbf;München Hbf|Nürnberg Hbf|Würzburg Hbf|Aschaffenburg Hbf;ICE;626;;2024-11-07 16:04:00;2024-11-07 16:04:00;;;0;DB Fernverkehr AG;München Hbf-Frankfurt(Main)Hbf;44
277175714248225050-2411071217-11;Frankfurt(Main)Hbf;8000105;Berlin Ostbahnhof;Berlin Ostbahnhof|Berlin Hbf|Berlin-Spandau|Wolfsburg Hbf|Braunschweig Hbf|Hildesheim Hbf|Göttingen|Kassel-Wilhelmshöhe|Fulda|Hanau Hbf;ICE;579;;2024-11-07 16:44:00;2024-11-07 16:43:00;;;-1;DB Fernverkehr AG;Berlin Ostbahnhof-Frankfurt(Main)Hbf;44
-4363138856453226211-2411071111-8;Frankfurt(Main)Hbf;8000105;Kiel Hbf;Kiel Hbf|Neumünster|Hamburg Dammtor|Hamburg Hbf|Hannover Hbf|Göttingen|Kassel-Wilhelmshöhe;ICE;373;;2024-11-07 16:00:00;2024-11-07 15:57:00;;;-3;DB Fernverkehr AG;Kiel Hbf-Frankfurt(Main)Hbf;44
-7856891200761540487-2411071507-15;Frankfurt(Main)Hbf;8000105;Heidelberg Hbf;Heidelberg Hbf|Heidelberg-Pfaffengrund/Wieblingen|Neu-Edingen/Friedrichsfeld|Ladenburg|Weinheim(Bergstr)Hbf|Laudenbach(Bergstr)|Heppenheim(Bergstr)|Bensheim|Bensheim-Auerbach|Zwingenberg(Bergstr)|Hähnlein-Alsbach|Darmstadt-Eberstadt|Darmstadt Hbf|Langen(Hess);RE;4670;68;2024-11-07 16:24:00;2024-11-07 16:26:00;;;2;DB Regio AG;RE68;44
590058832655298194-2411071351-16;Frankfurt(Main)Hbf;8000105;Saarbrücken Hbf;Saarbrücken Hbf|Neunkirchen(Saar)Hbf|St Wendel|Türkismühle|Neubrücke(Nahe)|Idar-Oberstein|Kirn|Bad Sobernheim|Staudernheim|Bad Münster a Stein|Bad Kreuznach|Ingelheim|Mainz Hbf|Rüsselsheim|Frankfurt-Niederrad;RE;29521;3;2024-11-07 16:36:00;2024-11-07 16:58:00;;;22;DB Regio AG;RE3;44
7265904803286392428-2411071247-8;Frankfurt(Main)Hbf;8000105;München Hbf;München Hbf|München-Pasing|Augsburg Hbf|Ulm Hbf|Stuttgart Hbf|Mannheim Hbf|Mainz Hbf;ICE;1096;;2024-11-07 16:52:00;2024-11-07 16:49:00;;;-3;DB Fernverkehr AG;München Hbf-Frankfurt(Main)Hbf;44
8800184759870349563-2411071513-12;Frankfurt(Main)Hbf;8000105;Dieburg;Dieburg|Münster(Hessen)|Eppertshausen|Rödermark-Ober Roden|Rödermark-Urberach|Dreieich-Offenthal|Dreieich-Götzenhain|Dreieich-Dreieichenhain|Dreieich-Weibelfeld|Dreieich-Sprendlingen|Dreieich-Buchschlag;RB;15650;61;2024-11-07 16:00:00;2024-11-07 16:02:00;;;2;DB Regio AG;RB61;44
1920517887960801655-2410311234-8;Frankfurt(Main)Hbf;8000105;Linz Hbf;Linz Hbf|Passau Hbf|Plattling|Regensburg Hbf|Nürnberg Hbf|Würzburg Hbf|Hanau Hbf;ICE;26;;2024-10-31 17:36:00;2024-10-31 18:41:00;;;65;DB Fernverkehr AG;Linz Hbf-Frankfurt(Main)Hbf;43
6097613406516277052-2410311746-3;Frankfurt(Main)Hbf;8000105;Frankfurt am Main - Stadion;Frankfurt am Main - Stadion|Frankfurt-Niederrad;S;36781;8;2024-10-31 17:54:00;2024-10-31 17:54:00;2024-10-31 17:52:00;c;0;DB Regio AG;S8;43
-21571162762306715-2410311615-13;Frankfurt(Main)Hbf;8000105;Wächtersbach;Wächtersbach|Wirtheim|Haitz-Höchst|Gelnhausen|Hailer-Meerholz|Niedermittlau|Langenselbold|Rodenbach(b Hanau)|Wolfgang(Kr Hanau)|Hanau Hbf|Offenbach(Main)Hbf|Frankfurt(Main)Süd;RB;15523;51;2024-10-31 17:19:00;2024-10-31 17:32:00;;;13;DB Regio AG;RB51;43
-4521437519262178170-2410311351-5;Frankfurt(Main)Hbf;8000105;München Hbf;München Hbf|Nürnberg Hbf|Würzburg Hbf|Aschaffenburg Hbf;ICE;624;;2024-10-31 17:04:00;2024-10-31 17:19:00;;;15;DB Fernverkehr AG;München Hbf-Frankfurt(Main)Hbf;43
